organizations_id,CDPNAME,ADDCITY,COUNTRY,ORGTYPE,Sector,Size,Unrestricted_operating_bottomline,year
18075,The Arizona Masterworks Chorale,Phoenix,USA,501(c)3 nonprofit organization,Community,Small,0.5524209217377788,2020
18092,Women's Center for Creative Work,Los Angeles,USA,501(c)3 nonprofit organization,Community,Medium,0.0227739487338341,2020
18120,Classical Theatre Company,Houston,USA,501(c)3 nonprofit organization,Theater,Small,0.0533896187719919,2020
18292,Writers Series of Traverse City,Traverse City,USA,501(c)3 nonprofit organization,Community,Medium,0.2962113094367616,2020
18372,Les D̩lices,Cleveland,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1667602300796296,2020
18616,Beacon Theatre Productions,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,-0.1007128691643887,2020
18648,Casa de Duende,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Community,Small,1.3711111111111112,2020
18729,Starting Arts,San Jose,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0124175527725624,2020
18840,Grupo de danza Folklorica Rincones de m,Sacramento,USA,501(c)3 nonprofit organization,Community,Small,-0.3571428571428571,2020
18977,[nueBOX],phoenix,USA,501(c)3 nonprofit organization,Community,Small,0.0102739726027397,2020
19012,Mamadele Foundation,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,0.0419156706507304,2020
19097,Mosaic America,Santa Clara,USA,501(c)3 nonprofit organization,Community,Small,0.978787689476763,2020
19099,Public Poetry,Houston,USA,501(c)3 nonprofit organization,Community,Small,-0.1466393234867163,2020
19255,Arts for Healing and Justice Network,Los Angeles,USA,501(c)3 nonprofit organization,Community,Large,-0.7166683052831976,2020
19360,Capoeira Institute/Southwest Regional Chapter,Tucson,USA,Program or department within a parent organization,Community,Small,0.3270207852193995,2020
19382,Arizona Historical Society-Northern Division,Flagstaff,USA,501(c)3 nonprofit organization,Other Museums,Small,-0.035172710843106,2020
19428,"Northeast Massachusetts Youth Orchestras, Inc.",Manchester-by-the-Se,USA,501(c)3 nonprofit organization,Music,Medium,0.0304528319341335,2020
19473,Catitude Gallery and Studio - A Community Arts Center,Goodyear,USA,501(c)3 nonprofit organization,Community,Small,-0.46384588033746,2020
19576,Cereal City Concert Band,Battle Creek,USA,501(c)3 nonprofit organization,Music,Small,0.3880613243448951,2020
19601,Dirt Dogs Theatre Company,Houston,USA,501(c)3 nonprofit organization,Theater,Small,0.1233426858117401,2020
19683,Theatre Philadelphia,Philadelphia,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.4793728078019439,2020
40330,WHAM Art Association,Surprise,USA,501(c)3 nonprofit organization,Community,Small,1.1774480653639243,2020
43128,The National Theatre Foundation,Washington,USA,501(c)3 nonprofit organization,Theater,Medium,1.8810635826409297,2020
49076,CultureALL,Urbandale,USA,501(c)3 nonprofit organization,Community,Medium,-0.1367498665278379,2020
57281,Alborada Spanish Dance Theatre,Fords,USA,501(c)3 nonprofit organization,Dance,Small,0.085246158057326,2020
57286,American Repertory Ballet,New Brunswick,USA,501(c)3 nonprofit organization,General Performing Arts,Large,-0.0056463151348404,2020
57429,Philomusica Choir,East Brunswick,USA,501(c)3 nonprofit organization,Music,Small,0.0326349070253469,2020
57483,"Zimmerli Art Museum, Rutgers University",New Brunswick,USA,Program or department within a parent organization,Art Museums,Medium,-0.399365644539885,2020
59772,Sisters Folk Festival Inc,Sisters,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.1915719222572236,2020
59778,The High Desert Museum,Bend,USA,501(c)3 nonprofit organization,Other Museums,Medium,0.0434983682804758,2020
59779,Tower Theatre Foundation Inc,Bend,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.0398322712715026,2020
59800,Clackamas Repertory Theatre,Oregon City,USA,501(c)3 nonprofit organization,Theater,Small,1.0058356281501954,2020
59842,Lakewood Theatre Company,Lake Oswego,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.0360127877220119,2020
60037,Artists Repertory Theatre,Portland,USA,501(c)3 nonprofit organization,Theater,Large,1.612412689915181,2020
60044,BodyVox Inc,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.2395423259723685,2020
60053,"Cappella Romana, Inc",Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.008421389419798,2020
60060,Chamber Music Northwest,Portland,USA,501(c)3 nonprofit organization,Music,Large,0.0499376695754198,2020
60069,CoHo Productions Ltd,Portland,USA,501(c)3 nonprofit organization,Theater,Small,0.0257037548275305,2020
60088,Disjecta Contemporary Art Center Inc,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.1957928422459404,2020
60091,Echo Theater Company,Portland,USA,501(c)3 nonprofit organization,Community,Medium,-0.0468165405251025,2020
60167,Live Wire Radio Inc,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.0703507257939771,2020
60173,Metropolitan Youth Symphony,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.2005053590630622,2020
60175,Miracle Theatre Group,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.3885174104802146,2020
60188,My Voice Music,Portland,USA,501(c)3 nonprofit organization,Arts Education,Medium,-0.2487752219400136,2020
60215,Oregon Ballet Theatre,Portland,USA,501(c)3 nonprofit organization,Community,Large,0.0811304614401081,2020
60218,Oregon Center for the Photographic Arts (Blue Sky Gallery),Portland,USA,501(c)3 nonprofit organization,Community,Medium,-0.0704536894585985,2020
60237,Oregon Repertory Singers,Gladstone,USA,501(c)3 nonprofit organization,Music,Medium,0.0886116135700837,2020
60240,Oregon Symphony Association,Portland,USA,501(c)3 nonprofit organization,Symphony Orchestras,Large,-0.181825048468323,2020
60255,Pacific Youth Choir,Portland,USA,501(c)3 nonprofit organization,Music,Medium,-0.1787398898932916,2020
60259,PHAME Academy,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.0855506323559815,2020
60268,Portland Actors Conservatory,Portland,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0037510490793738,2020
60271,Portland Art Museum,Portland,USA,501(c)3 nonprofit organization,Community,Large,0.016852235685598,2020
60274,Portland Center Stage at The Armory,Portland,USA,501(c)3 nonprofit organization,Theater,Large,-0.0898295094923089,2020
60279,Portland Columbia Symphony,Portland,USA,501(c)3 nonprofit organization,Symphony Orchestras,Medium,-0.3088343718205852,2020
60286,Portland Gay Men's Chorus Inc,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.1240673336549244,2020
60289,Portland Jazz Festival Inc,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.1174268834767628,2020
60297,Portland Piano International,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.1000190922734013,2020
60298,Portland Playhouse,Portland,USA,501(c)3 nonprofit organization,Theater,Medium,0.3245503322726498,2020
60316,Portland Youth Philharmonic Association,Portland,USA,501(c)3 nonprofit organization,Symphony Orchestras,Medium,0.3425898599716082,2020
60321,Profile Theatre Project,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.0682078449263083,2020
60364,The Portland Ballet,Portland,USA,501(c)3 nonprofit organization,Dance,Medium,-0.0207882288700109,2020
60367,Third Angle New Music Ensemble,Portland,USA,501(c)3 nonprofit organization,Music,Medium,-0.1862306855350784,2020
60368,Third Rail Repertory Theatre,Portland,USA,501(c)3 nonprofit organization,Theater,Medium,0.0714493762771413,2020
60369,Triangle Productions!,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.5347321129167764,2020
60379,White Bird,Portland,USA,501(c)3 nonprofit organization,Dance,Medium,0.1223861959662636,2020
60389,Write Around Portland,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.2601541782991103,2020
60392,Young Audiences of Oregon Inc,Portland,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.1456225546078691,2020
60411,Crossroads Creative & Performing Arts Center Inc,Baker City,USA,501(c)3 nonprofit organization,Community,Small,0.1545963073071506,2020
60457,Chamber Music Concerts,Ashland,USA,Unincorporated or fiscally sponsored organization,Music,Medium,0.1049831020349464,2020
60512,Oregon Coast Council for the Arts,Newport,USA,501(c)3 nonprofit organization,Community,Medium,-0.2434616530195275,2020
60543,Chehalem Cultural Center,Newberg,USA,501(c)3 nonprofit organization,Community,Medium,0.6266222385894233,2020
60691,The Arts Center,Corvallis,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.2867052415189239,2020
60713,Eugene Ballet Company,Eugene,USA,501(c)3 nonprofit organization,Dance,Large,0.0622263767478503,2020
60714,Eugene Concert Choir,Eugene,USA,501(c)3 nonprofit organization,Community,Medium,0.1747968764819323,2020
60733,Lane Arts Council,Eugene,USA,501(c)3 nonprofit organization,Community,Medium,-0.552154766680768,2020
60745,Oregon Contemporary Theatre,Eugene,USA,501(c)3 nonprofit organization,Theater,Medium,0.149330009795126,2020
60793,Cottage Theatre,Cottage Grove,USA,501(c)3 nonprofit organization,Theater,Small,-0.3477724329700217,2020
68340,Flagstaff Shakespeare Festival,Flagstaff,USA,501(c)3 nonprofit organization,Theater,Small,0.2065662202380952,2020
68349,Cleveland Ballet,Bedford,USA,501(c)3 nonprofit organization,Community,Medium,0.4436418868541621,2020
68623,The New Ballet,San Jose,USA,501(c)3 nonprofit organization,Dance,Medium,0.0433580270597035,2020
68647,Rogue Vallery Art Association dba Rogue Gallery & Art Center,Medford,USA,501(c)3 nonprofit organization,Community,Small,-0.2162720831972239,2020
68706,Blue Candlelight Music Series,Dallas,USA,501(c)3 nonprofit organization,Music,Small,0.7789888569899275,2020
68829,Arts Council of Pendleton,Pendleton,USA,501(c)3 nonprofit organization,Community,Small,0.1693979150529305,2020
68860,Theatre Encore of CultureTrust Greater Philadelphia,Philadelphia,USA,Program or department within a parent organization,General Performing Arts,Small,0.343335931410756,2020
68911,Variant Six,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.0829231535834518,2020
68934,Ninth Planet,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Community,Small,-0.0498893840777197,2020
68943,Major Impact Theater,Newhall,USA,501(c)3 nonprofit organization,Theater,Small,0.8247497219132369,2020
69040,Oregon East Symphony,Pendleton,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,0.5779739759280503,2020
69059,Artula Institute for Arts and Environmental Education,Bandon,USA,501(c)3 nonprofit organization,Community,Medium,0.6303541924107576,2020
69177,Lenaea High School Theatre Festival,Sacramento,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0618294837813959,2020
69460,"Hallie Ford Museum of Art, Willamette University",Salem,USA,Program or department within a parent organization,Art Museums,Small,-0.2412151904195621,2020
69541,Liberty Restoration Inc,Astoria,USA,501(c)3 nonprofit organization,Community,Medium,-0.5648680828876433,2020
69555,Historic Elsinore Theatre,Salem,USA,501(c)3 nonprofit organization,Performing Arts Centers,Medium,-0.0879413291453743,2020
69556,Picosa NFP,Chicago,USA,501(c)3 nonprofit organization,Music,Small,-0.1018940409184311,2020
69560,Youth Music Project,West Linn,USA,501(c)3 nonprofit organization,Music,Large,0.2473973998551382,2020
69577,Crow's Shadow Institute of the Arts,Pendleton,USA,501(c)3 nonprofit organization,Community,Medium,-0.0250435666102926,2020
69584,Vibe of Portland,Portland,USA,501(c)3 nonprofit organization,Arts Education,Small,-0.0527801113754923,2020
69637,Sunriver Music Festival,Sunriver,USA,501(c)3 nonprofit organization,Music,Medium,0.1991897338702001,2020
69648,Oregon Symphony Association in Salem,Salem,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.0625027796744968,2020
69650,Oregon Bravo Youth Orchestras,Portland,USA,501(c)3 nonprofit organization,Music,Large,0.0963401567517465,2020
69665,"Sun Lakes Community Theatre, Inc.",Sun Lakes,USA,501(c)3 nonprofit organization,General Performing Arts,Small,-0.0552256797178445,2020
69836,"Desert Overture Live Cultural Entertainment, Inc. (DOLCE)",Phoenix,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1912560207484253,2020
70030,American Baroque Opera Company,Dallas,USA,501(c)3 nonprofit organization,Opera,Small,0.0096825396825396,2020
70234,Southern Oregon Repertory Singers,Ashland,USA,501(c)3 nonprofit organization,Music,Medium,-0.3579746148307592,2020
70519,Cleveland Cultural Gardens Federation,Cleveland,USA,501(c)3 nonprofit organization,Community,Medium,-0.9798599564413012,2020
70549,Caribbean Community in Philadelphia of CultureTrust Philadelphia,Philadelphia,USA,Program or department within a parent organization,Community,Small,4.431196581196581,2020
70573,Kontrapunktus,Long Beach,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,0.7692048328182074,2020
70585,Jewish Women's Theatre,Santa Monica,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.0576510873680918,2020
70630,The Chamber Orchestra of Pittsburgh,Pittsburgh,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,0.9959861186603672,2020
70657,The Scoundrel and Scamp Theatre,Tucson,USA,501(c)3 nonprofit organization,Theater,Small,0.0001151808339092,2020
70786,Dancesequences Inc.,Oro Valley,USA,501(c)3 nonprofit organization,Dance,Small,-0.0892246520874751,2020
70824,Philadelphia Women's Theatre Festival,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.0988866341249383,2020
70962,Santa Monica Youth Orchestra,Santa Monica,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0675199518144857,2020
71070,Northern Ohio Youth Orchestras,Oberlin,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0836864171294176,2020
71112,A.B.L.E. - Artists Breaking Limits & Expectations,Chicago,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.3634992658050348,2020
71138,"Cantabile, Inc.",Piscataway,USA,501(c)3 nonprofit organization,Music,Small,-0.0922353089772332,2020
72368,The National Society of The Colonial Dames of America in the Commonwea,Philadelphia,USA,Program or department within a parent organization,Other Museums,Small,0.0,2020
72685,"A-WOL Dance Collective, Inc.",Portland,USA,501(c)3 nonprofit organization,Dance,Medium,-0.0425412359668941,2020
72721,45th Parallel,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.080099686532583,2020
72733,Axiom Quartet,Houston,USA,501(c)3 nonprofit organization,Music,Small,-0.0294274410118693,2020
73003,New Brunswick Chamber Orchestra,New Brunswick,USA,501(c)3 nonprofit organization,Community,Small,0.0795917760123776,2020
73114,Praxis Fiber Workshop,Cleveland,USA,501(c)3 nonprofit organization,Community,Small,-0.2157061208046932,2020
73273,"Theatre du Reve, Inc.",Atlanta,USA,501(c)3 nonprofit organization,Theater,Small,0.4152648757218177,2020
73462,Marathon Center for the Peforming Arts,Findlay,USA,501(c)3 nonprofit organization,Performing Arts Centers,Medium,-0.1141587480840346,2020
73471,SOLI Chamber Ensemble,San Antonio,USA,501(c)3 nonprofit organization,Music,Small,-0.0785904393487695,2020
74416,Group Acorde,Houston,USA,501(c)3 nonprofit organization,Community,Small,0.2306324462094718,2020
74924,The Halide Project,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,0.0121189270709899,2020
75425,Performing Arts Center - Kent State University at Tuscarawas,New Philadelphia,USA,Program or department within a parent organization,Performing Arts Centers,Medium,0.0,2020
75518,Momentum-Excellence,Columbus,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0888426956617999,2020
75524,"Art Central Foundation, Inc",Middletown,USA,501(c)3 nonprofit organization,Arts Education,Small,-0.1717534493517298,2020
75530,The Young Shakespeareans,Pasadena,USA,Unincorporated or fiscally sponsored organization,Arts Education,Small,-0.0997893387067228,2020
75602,Priscilla R Tyson Cultural Arts Center,Columbus,USA,"Government agency, department, program, or facility",Community,Medium,0.3374608077874951,2020
75686,Wave Pool Corp,Cincinnati,USA,501(c)3 nonprofit organization,Community,Medium,-0.2791443392999658,2020
75908,Maroon Arts Group,Columbus,USA,501(c)3 nonprofit organization,Community,Small,0.6295408602792538,2020
75968,FireFish Arts Inc.,Lorain,USA,501(c)3 nonprofit organization,Community,Small,3.1098533473373013,2020
75989,Art Sparks,Cuyahoga Falls,USA,501(c)3 nonprofit organization,Arts Education,Small,-0.5482497634815515,2020
76013,Rubber City Shakespeare Company,Akron,USA,501(c)3 nonprofit organization,Theater,Small,0.3660151486525943,2020
76070,NORTHEAST OHIO CENTER FOR CHOREOGRAPHY,Akron,USA,501(c)3 nonprofit organization,Community,Medium,0.0004271099230197,2020
76478,Defiance Community Cultural Counci,Defiance,USA,501(c)3 nonprofit organization,Community,Medium,-0.0601344141378212,2020
76500,Chamber Music Amici,Eugene,USA,501(c)3 nonprofit organization,Music,Small,-0.2054417553579239,2020
76506,SOUNDS Academy,Phoenix,USA,501(c)3 nonprofit organization,Community,Small,0.3914295883260173,2020
76534,"Collaborative Theatre Project, Inc.",Medford,USA,501(c)3 nonprofit organization,Theater,Small,-0.2352413832567188,2020
76635,Cleveland Chamber Choir,Richmond Heights,USA,501(c)3 nonprofit organization,Music,Small,0.1299904844648546,2020
76698,Carolyn Farrell Foundation,Westlake,USA,501(c)3 nonprofit organization,Community,Small,-0.093290537143741,2020
76791,Southwest Ballet Theatre,Litchfield Park,USA,501(c)3 nonprofit organization,Dance,Small,0.1557286181475528,2020
76900,Dunham Tavern Museum,Cleveland,USA,501(c)3 nonprofit organization,Other Museums,Small,0.1402885231751512,2020
76932,Queen City Opera,Cincinnati,USA,501(c)3 nonprofit organization,Opera,Small,1.405753592351861,2020
76968,"Prescott Chorale, Inc",Prescott,USA,501(c)3 nonprofit organization,Music,Small,0.0349675013855998,2020
76979,Summer Youth Musical Theatre Program,Globe,USA,Program or department within a parent organization,Arts Education,Small,0.0749524555319386,2020
76980,Arts Alliance of the White Mountains,Show Low,USA,501(c)3 nonprofit organization,Community,Small,0.1028194269581473,2020
76983,Verdigris Ensemble,Dallas,USA,501(c)3 nonprofit organization,Community,Small,0.2045457346760178,2020
77007,Esperanza Dance Project,Tucson,USA,501(c)3 nonprofit organization,Dance,Small,0.3790759531080682,2020
77064,WACO Theater Center,North Hollywood,USA,501(c)3 nonprofit organization,Community,Medium,0.6057208421445535,2020
77130,The Houston Choral Society,Houston,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1248583161454559,2020
77463,PhilHarmonia,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.2816684762938835,2020
77553,We Are the Seeds of CultureTrust Greater Philadelphia,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,1.6957360997282491,2020
77567,Philadelphia Wind Symphony,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,-0.3686553873552983,2020
77576,Beyond the Bars Inc.,Philadelphia,USA,501(c)3 nonprofit organization,Arts Education,Small,2.018222446025052,2020
77591,Tucson Concert Band,Oro Valley,USA,501(c)3 nonprofit organization,Music,Small,0.0530456550244367,2020
78017,Chicago Cultural Performing Arts Media Alliance,Chicago,USA,501(c)3 nonprofit organization,Community,Small,2.46,2020
78133,The Hopi School,Kykotsmovi,USA,501(c)3 nonprofit organization,Arts Education,Small,-0.5313313103833142,2020
78618,Meztli Projects,Los Angeles,USA,501(c)3 nonprofit organization,Community,Small,2.904844639832925,2020
78773,Portland Street Art Alliance,Portland,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0950162423874585,2020
79678,Japanese Friendship Garden of Phoenix,Phoenix,USA,501(c)3 nonprofit organization,Community,Medium,0.0731464389819757,2020
80918,Aurora Classical of CultureTrust Greater Philadelphia,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Music,Small,5.032967032967033,2020
80926,Artsi Inc,Philadelphia,USA,501(c)3 nonprofit organization,General Performing Arts,Small,-0.0222222222222222,2020
183,Philadelphia Sketch Club,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,-0.0836541686229794,2021
231,Philadelphia Museum of Art,Philadelphia,USA,501(c)3 nonprofit organization,Art Museums,Large,1.3562444325437075,2021
248,Theatre Exile,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Medium,0.0979794705873114,2021
257,"Act II Playhouse, Ltd.",Ambler,USA,501(c)3 nonprofit organization,Theater,Small,0.90765021438491,2021
259,InterAct Theatre Company,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Medium,0.6579159922010255,2021
366,Philadelphia Young Playwrights,Philadelphia,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0194702045525136,2021
369,Contemporary Craft,Pittsburgh,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.6279140715839886,2021
393,The Galleries at Moore College of Art and Design,Philadelphia,USA,Program or department within a parent organization,Community,Medium,0.0,2021
413,Community Education Center,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,0.5181324599867257,2021
418,Enchantment Theatre Company,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,-0.4532624156653512,2021
446,Squonk Opera,Pittsburgh,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.8324688693342188,2021
459,Azuka Theatre Collective,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.3245513041232676,2021
465,Chamber Music Pittsburgh,Pittsburgh,USA,501(c)3 nonprofit organization,Music,Medium,0.2385201889296051,2021
467,"Tempesta di Mare, Inc.",Philadelphia,USA,501(c)3 nonprofit organization,Music,Medium,-0.0064507715084082,2021
491,"Piffaro, The Renaissance Band",Philadelphia,USA,501(c)3 nonprofit organization,Music,Medium,0.1781897930803734,2021
497,1812 Productions,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Medium,-0.1758799220168904,2021
519,River City Brass Band,Pittsburgh,USA,501(c)3 nonprofit organization,Music,Medium,0.0839968302107289,2021
589,Allens Lane Art Center,Philadelphia,USA,501(c)3 nonprofit organization,Community,Medium,0.1667824647624691,2021
641,Pittsburgh New Music Ensemble,Pittsburgh,USA,501(c)3 nonprofit organization,Music,Small,0.569658725793846,2021
667,First Person Arts,Philadelphia,USA,501(c)3 nonprofit organization,Community,Medium,-0.0304544764736597,2021
669,American Swedish Historical Museum,Philadelphia,USA,501(c)3 nonprofit organization,Other Museums,Medium,0.4189805564976399,2021
677,Commonwealth Youthchoirs,Philadelphia,USA,501(c)3 nonprofit organization,Music,Medium,0.0040725796650543,2021
685,Anne-Marie Mulgrew and Dancers Co.,Philadelphia,USA,501(c)3 nonprofit organization,Dance,Small,0.0323975193638866,2021
689,"Ebenezer Maxwell Mansion, Inc.",Philadelphia,USA,501(c)3 nonprofit organization,Other Museums,Small,-0.1778983111201546,2021
693,Curio Theatre Company,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.0904123199205166,2021
717,Kulu Mele African American Dance Ensemble,District 9,USA,501(c)3 nonprofit organization,Dance,Small,1.028616867286302,2021
725,Philadelphia Dance Projects,Philadelphia,USA,501(c)3 nonprofit organization,Dance,Small,0.4332157991783392,2021
774,Lyra Society,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.0576515349539659,2021
792,Anna Crusis Feminist Choir,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.5843818737164719,2021
797,Hidden City Philadelphia of CultureTrust,Philadelphia,USA,Program or department within a,Community,Small,0.4445176482071178,2021
916,1807 & Friends,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.3249070067562438,2021
929,Cumberland Valley School of Music,Chambersburg,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.1727058483765206,2021
938,Slought Foundation,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,-0.1492042934610439,2021
966,"Frick Art & Historical Center, Inc.",Pittsburgh,USA,501(c)3 nonprofit organization,Art Museums,Medium,4.148191798517713,2021
1144,"Center Stage Associates, Inc.",Baltimore,USA,501(c)3 nonprofit organization,Theater,Large,0.8562769068417081,2021
1147,Towson University Asian Arts & Culture Center,Towson,USA,Program or department within a,Community,Small,0.2118339264531435,2021
1165,Baltimore Classical Guitar Society,Timonium,USA,501(c)3 nonprofit organization,Music,Small,1.5294126625557116,2021
1167,International Ballet Exchange,Philadelphia,USA,501(c)3 nonprofit organization,Dance,Small,0.4412926755141323,2021
1172,Nashirah,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.0847527472527472,2021
1207,Concord School House and Upper Burying Ground of Germantown,Philadelphia,USA,501(c)3 nonprofit organization,Other Museums,Small,-0.0572986416682609,2021
1209,Philadelphia Guild of Hand Weavers,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,0.1551135951223053,2021
1214,"Danse4Nia Repertory Ensemble, Inc.",Philadelphia,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1896136031977666,2021
1221,West Park Cultural Center,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,-0.026220088733726,2021
1239,Inis Nua Theatre Company,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.0449589085244668,2021
1288,MacGuffin Theatre & Film Company,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.0394663453262179,2021
1319,Theatre Project,Baltimore,USA,501(c)3 nonprofit organization,Theater,Small,0.0381456059412625,2021
1340,"Community Concerts at Second, Inc.",Baltimore,USA,501(c)3 nonprofit organization,Music,Small,0.4148635800512835,2021
1555,"Dance Baltimore, Inc.",Towson,USA,501(c)3 nonprofit organization,Dance,Small,1.1334431630971993,2021
1642,San Francisco Opera Association,San Francisco,USA,501(c)3 nonprofit organization,Opera,Large,0.0271254850386152,2021
1679,San Jose Museum of Quilts & Textiles,San Jose,USA,501(c)3 nonprofit organization,Art Museums,Small,-0.0207556901975314,2021
1728,San Jose Institute of Contemporary Art,San Jose,USA,501(c)3 nonprofit organization,Community,Medium,-0.1281984208334288,2021
1730,"New Musicals Inc., dba Academy for New Musical Theatre",North Hollywood,USA,501(c)3 nonprofit organization,Theater,Small,0.0035316659278499,2021
1752,Santa Rosa Symphony Association,Santa Rosa,USA,501(c)3 nonprofit organization,Symphony Orchestras,Large,1.1889808603076442,2021
1759,Los Angeles Choreographers and Dancers Inc.,Los Angeles,USA,501(c)3 nonprofit organization,Dance,Small,0.1152968839494759,2021
1765,Opera San Jose,San Jose,USA,501(c)3 nonprofit organization,Opera,Medium,0.7132967581669002,2021
1778,"South Bay Chamber Music Society, Inc.",Palos Verdes Peninsu,USA,501(c)3 nonprofit organization,Music,Small,-0.0946136701337295,2021
1788,In The Band,Santa Monica,USA,501(c)3 nonprofit organization,Community,Medium,4.629970726459626,2021
1817,Piano Spheres,Los Angeles,USA,501(c)3 nonprofit organization,Music,Small,0.0947512031303878,2021
1819,MACLA,San Jose,USA,501(c)3 nonprofit organization,Community,Medium,0.7838140466746075,2021
1828,SFJAZZ,San Francisco,USA,501(c)3 nonprofit organization,Performing Arts Centers,Large,0.3669593215417332,2021
1850,PlayGround,San Francisco,USA,501(c)3 nonprofit organization,Theater,Medium,0.2430160962453305,2021
1880,The Actors' Gang,Culver City,USA,501(c)3 nonprofit organization,Theater,Medium,-0.4052048896980016,2021
1898,Community Music Center,San Francisco,USA,501(c)3 nonprofit organization,Arts Education,Large,-0.5887439401233074,2021
1919,Vivace Youth Chorus of San Jose,San Jose,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0068513322262125,2021
1953,Santa Monica Symphony,Santa Monica,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,2.481927056950575,2021
1975,"Benita Bike's DanceArt, Inc.",Sunland,USA,501(c)3 nonprofit organization,Dance,Small,0.1820521137420261,2021
1998,The Verdi Chorus,Santa Monica,USA,501(c)3 nonprofit organization,Music,Small,0.2777362572524339,2021
2016,City Lights Theater Company of San Jose,San Jose,USA,501(c)3 nonprofit organization,Theater,Medium,0.205625892456711,2021
2033,Chamber Music Palisades,Pacific Palisades,USA,501(c)3 nonprofit organization,Music,Small,-0.002816051493513,2021
2067,Luther Burbank Memorial Foundation DBA Luther Burbank Center for the A,Santa Rosa,USA,501(c)3 nonprofit organization,Performing Arts Centers,Medium,0.3041729400151027,2021
2175,LA Freewaves,Los Angeles,USA,501(c)3 nonprofit organization,Community,Small,0.2400700604553929,2021
